Name,Quelle,Gruppe,Volk,Klasse,Stufe,Fähigkeiten,Upgrade,KÖR,AGI,GEI,ST,BE,VE,HÄ,GE,AU,Lebenskraft,Initiative,Laufen,Abwehr,Schlagen,Schiessen,Zauber,Zielzauber,GH,GK,EP,Talente,Fähigkeiten Schlüssel,Waffen,Panzerung,Ausrüstung,Zaubersprüche
Stolpervogel,Das Umbarla-Becken,Tiere,,,,,,4,6,3,1,3,0,2,6,3,8,9,4,7,6,12,,9,1,kl,44,,,Schnabel (WB+1),Federkleid (PA+1),,Stolpern (-(AGI+AU)/2)
Sturmmeerkatze,Die Insel der Stürme,Tiere,,,,,,2,8,3,0,5,0,0,4,0,9,13,7.5,2,3,13,,,1,kl,43,"Kletterläufer, Natürliche Waffen","Kletterläufer: DS4CreatureTalent.climb.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description","Biss (WB+1), Stein (WB+1)",,,
Sturmsegler,Die Insel der Stürme,Tiere,,,,,,3,8,1,1,3,0,0,1,1,7,11,5,4,5,9,,,1,kl,52,"Fliegen, Natürliche Waffen, Sturzangriff","Fliegen: DS4CreatureTalent.fly.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturzangriff: DS4CreatureTalent.stuka.description",Krallen (WB+1),Federkleid (PA+1),,
Sumpfechse,Das Umbarla-Becken,Tiere,,,,,,9,8,1,3,5,0,4,1,0,69,13,8,15,14,9,,,9,gr,156,"Mehrere Angriffe (+1), Natürliche Waffen, Schleudern, Sturmangriff","Mehrere Angriffe (+1): DS4CreatureTalent.multipleattacks1.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Schleudern: DS4CreatureTalent.throw.description, Sturmangriff: DS4CreatureTalent.charge.description","Biss (WB+2, GA-2)",Schuppenpanzer (PA+2),,
Säbelzahntiger,Das Umbarla-Becken,Tiere,,,,,,10,10,1,3,6,0,3,0,0,69,16,9.5,14,15,10,,,8,gr,142,"Mehrere Angriffe (+1), Nachtsicht, Natürliche Waffen, Sturmangriff","Mehrere Angriffe (+1): DS4CreatureTalent.multipleattacks1.description, Nachtsicht: DS4CreatureTalent.nightvision.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturmangriff: DS4CreatureTalent.charge.description","Pranke/Biss (WB+2, GA-1)",Fell (PA+1),,
Tarc Trepios,Das Umbarla-Becken,Magische Wesen,,,,,,8,7,3,5,3,3,4,0,2,44,10,5,14,15,7,5,,5,gr,159,"Mehrere Angriffe (+1), Geistesimmun, Natürliche Waffen, Sturmangriff","Mehrere Angriffe (+1): DS4CreatureTalent.multipleattacks1.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturmangriff: DS4CreatureTalent.charge.description","Hörner (WB+2, GA-2), Klauen (WB+1, GA-1)",Schuppenpanzer (PA+2),,Unsichtbarkeit (0)
Tarr-Novize,Wolfshatz im Wargenwald,Mensch,Mensch,KRI,8,Talentiert,,8,8,4,7,1,0,6,0,0,30,4,4,18,20,8,,,9,no,111,"Brutaler Hieb II, Einstecker II, Kämpfer II, Schlachtruf I, Wahrnehmung I, Wissensgebiet I","Brutaler Hieb II: DS4Talent.brutalstrike.description, Einstecker II: DS4Talent.endurance.description, Kämpfer II: DS4Talent.fighter.description, Schlachtruf I: DS4Talent.battlecry.description, Wahrnehmung I: DS4Talent.perception.description, Wissensgebiet I: DS4Talent.knowledge.description","Schlachtgeißel (WB+3, INI-4, GA-4)","Kettenpanzer (PA+2, LA-0.5), Metallhelm (PA+1, INI-1), Metallschild (PA+1, LA-0.5)",,
Tentakelhirn,Dungeonslayers Basisbox,Magische Wesen,,,,,,4,6,1,2,2,0,1,0,0,11,8,6,5,6,6,1,,1,kl,59,"Dunkelsicht, Schweben, Werteverlust","Dunkelsicht: DS4CreatureTalent.darkvision.description, Schweben: DS4CreatureTalent.float.description, Werteverlust: DS4CreatureTalent.lossgei.description",,,,Gedankenzehrerstrahl (nicht sichtbar; verursacht mental Schaden und führt zu Werteverlust) (undefined)
Tigerskelett,Die Goblinarena,Untote,,,,,,8,8,0,4,4,0,2,0,0,30,12,7.5,10,14,8,,,6,no,100,"Mehrere Angriffe (+1), Geistesimmun, Nachtsicht, Wesen der Dunkelheit (Settingoption)","Mehrere Angriffe (+1): DS4CreatureTalent.multipleattacks1.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Nachtsicht: DS4CreatureTalent.nightvision.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Pranke/Biss (WB+2, GA-1)",,,
Tintenkraken,D2GO #4,Tiere,,,,,,12,6,0,3,3,0,3,0,0,50,9,4.5,15,17,6,,,12,gr,139,Mehrere Angriffe (+5),Mehrere Angriffe (+5): DS4CreatureTalent.multipleattacksoctopus.description,Fangarme (WB+2),,,
Todesfee,Dungeonslayers Basisbox,Untote,,,,,,6,9,10,19,0,3,19,0,9,35,9,5.5,33,27,9,19,,31,no,287,"Angst, Alterung, Dunkelsicht, Fliegen, Geistesimmun, Körperlos, Nur durch Magie verletzbar, Totenkraft, Wesen der Dunkelheit (Settingoption)","Angst: DS4CreatureTalent.fear2.description, Alterung: DS4CreatureTalent.agingx.description, Dunkelsicht: DS4CreatureTalent.darkvision.description, Fliegen: DS4CreatureTalent.fly.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Körperlos: DS4CreatureTalent.withoutbody.description, Nur durch Magie verletzbar: DS4CreatureTalent.vulnerablewithmagic.description, Totenkraft: DS4CreatureTalent.forceofdeath.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Geisterklaue (WB+2, GA-2)",Körperlos (PA+8),,Wehklagen (ZB: -(KÖR+AU)/2 des Ziels; Abklingzeit: 10 Kampfrunden; Jeder in Umkreis von 9m um die Todesfee erleidet nicht abwehrbaren Schaden in Höhe des Probenergebnisses) (undefined)
Tonkriegergolem,D2GO #17,Konstrukte,,,,,,11,6,3,4,0,2,5,3,0,26,6,4,16,18,9,,,10,no,100,"Dunkelsicht, Geistesimmun, Schleudern, Sturmangriff","Dunkelsicht: DS4CreatureTalent.darkvision.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Schleudern: DS4CreatureTalent.throw.description, Sturmangriff: DS4CreatureTalent.charge.description",Pranke (WB+3),,,
Troll,Dungeonslayers Basisbox,Humanoide,,,,,,16,6,2,4,0,1,4,3,0,60,6,4.5,22,22,13,,,14,gr,182,"Anfällig, Dunkelsicht, Regeneration, Umschlingen, Wesen der Dunkelheit (Settingoption)","Anfällig: DS4CreatureTalent.weaknesslight.description, Dunkelsicht: DS4CreatureTalent.darkvision.description, Regeneration: DS4CreatureTalent.regeneration.description, Umschlingen: DS4CreatureTalent.entangle.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Geworf. Fels (WB+4, GA-4), Massive Keule (WB+2, GA-2)",Warzenhaut (PA+2),,
Umbar Barbar,Slayerforum,Mensch,Mensch,KRI,1,Talentiert,,8,8,4,6,2,0,2,0,0,23,8,5,12,18,8,,,4,no,58,"Brutaler Hieb I, Einstecker I, Kämpfer I, Rundumschlag I","Brutaler Hieb I: DS4Talent.brutalstrike.description, Einstecker I: DS4Talent.endurance.description, Kämpfer I: DS4Talent.fighter.description, Rundumschlag I: DS4Talent.allroundstrike.description","Streitaxt (2h) (WB+3, INI-2)","Lederschienen (Arm & Bein) (PA+1), Lederpanzer (PA+1)",,
Umbarlageier,Das Umbarla-Becken,Tiere,,,,,,6,9,3,4,3,2,2,3,2,36,12,6,9,12,12,,9,3,gr,131,"Fliegen, Natürliche Waffen, Sturzangriff","Fliegen: DS4CreatureTalent.fly.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturzangriff: DS4CreatureTalent.stuka.description","Schnabel (WB+2, GA-1)",Federkleid (PA+1),,Kettenblitz (+3)
Untote Mannshand,Slay! #3,Untote,,,,,,4,10,0,2,3,0,2,1,0,4,13,6,6,8,11,,,4,wi,83,"Bodenkampf, Geistesimmun, Kletterläufer, Sonar, Umklammern, Wesen der Dunkelheit (Settingoption)","Bodenkampf: DS4CreatureTalent.attackflatfooted.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Kletterläufer: DS4CreatureTalent.climb.description, Sonar: DS4CreatureTalent.sonar.description, Umklammern: DS4CreatureTalent.entangle2.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Kochenklauen (WB+2),,,
Untote Werratte,Das Geheimnis des Knochenbaus,Untote,,,,,,9,9,0,5,2,0,4,2,0,23,11,5.5,13,16,11,,,5,no,73,"Dunkelsicht, Geistesimmun, Natürliche Waffen","Dunkelsicht: DS4CreatureTalent.darkvision.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description",Krallen (WB+2),,,
Untoter Goblin,Untote Goblinoide,Untote,,,,,,5,7,0,4,0,0,2,0,0,9,7,4.5,9,11,7,,,1,kl,46,"Geistesimmun, Natürliche Waffen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Knochenpranke (WB+2),Merkt nichts (PA+2),,
Untoter Oger,Untote Goblinoide,Untote,,,,,,12,4,0,5,0,0,4,0,0,52,4,3.5,18,19,4,,,11,gr,106,"Geistesimmun, Natürliche Waffen, Umschlingen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Umschlingen: DS4CreatureTalent.entangle.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Knochenpranke (WB+2),Merkt nichts (PA+2),,
Untoter Ork,Untote Goblinoide,Untote,,,,,,10,6,0,4,0,0,4,0,0,24,6,4,16,16,6,,,7,no,67,"Geistesimmun, Natürliche Waffen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Knochenpranke (WB+2),Merkt nichts (PA+2),,
Untoter Priester,Die Pyramide des Eck Wan,Untote,,,,,,4,8,8,0,2,0,2,4,4,16,10,5,8,5,12,12,12,1,no,89,"Geistesimmun, Natürliche Waffen, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Fäulnispranke (WB+1),Merkt nichts (PA+2),,"Kettenblitz (+3), Kleiner Terror (-(GEI+VE)/2), Schattenpfeil (+2)"
Untoter Wächter,Lockruf aus der Finsternis,Untote,,,,,,13,5,0,5,0,0,5,0,0,28,2,3,23,21,5,,,13,no,79,"Geistesimmun, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Streitaxt (2h) (WB+3, INI-2)","Kettenpanzer (PA+2, LA-0.5), Merkt nichts (PA+2), Metallhelm (PA+1, INI-1)",,
Unwolf,Dungeonslayers Basisbox,Magische Wesen,,,,,,11,8,1,4,2,0,2,2,0,35,10,7.5,14,16,12,,,7,no,104,"Anfällig, Natürliche Waffen, Odem, Sturmangriff, Wesen der Dunkelheit (Settingoption)","Anfällig: DS4CreatureTalent.weaknesswater.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Odem: DS4CreatureTalent.odem.description, Sturmangriff: DS4CreatureTalent.charge.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Feuerodem (WB+2), Biss (WB+1)",Brennendes Fell (PA+1),,
Vampirfledermaus,Dungeonslayers Basisbox,Tiere,,,,,,5,4,1,3,0,0,2,0,0,4,4,3,7,9,4,,,2,wi,55,"Fliegen, Natürliche Waffen, Sonar, Sturzangriff","Fliegen: DS4CreatureTalent.fly.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sonar: DS4CreatureTalent.sonar.description, Sturzangriff: DS4CreatureTalent.stuka.description",Krallen (WB+1),,,
Vandrianischer Minnesänger,Slayerforum,Mensch,Mensch,KRI,1,Talentiert,,8,6,6,4,0,0,3,0,3,21,6,4,13,15,6,,,3,no,54,"Charmant I, Instrument I, Kämpfer I, Parade I, Reiten I, Wissensgebiet I","Charmant I: DS4Talent.charmant.description, Instrument I: DS4Talent.instrument.description, Kämpfer I: DS4Talent.fighter.description, Parade I: DS4Talent.parade.description, Reiten I: DS4Talent.riding.description, Wissensgebiet I: DS4Talent.knowledge.description","Langschwert (WB+2), Lanze (WB+1)",Lederpanzer (PA+1),,
Vandrianischer Ordensheiler,Slayerforum,Mensch,Mensch,Hei,1,Talentiert,,8,4,8,0,0,0,4,0,6,22,4,3,16,10,4,15,,3,no,61,"Blocker II, Fürsorger I, Parade I, Rüstzauberer I","Blocker II: DS4Talent.blocker.description, Fürsorger I: DS4Talent.welfare.description, Parade I: DS4Talent.parade.description, Rüstzauberer I: DS4Talent.armormage.description",Langschwert (WB+2),"Lederpanzer (PA+1), Holzschild (PA+1), Lederschienen (Arm & Bein) (PA+1)",,Heilende Hand (+2)
Vandrianischer Ordensritter,Slayerforum,Mensch,Mensch,KRI,1,Talentiert,,8,4,8,3,0,0,3,0,4,21,3,3.5,16,13,4,,,4,no,67,"Brutaler Hieb I, Diener des Lichts I, Flink I, Parade I, Waffenkenner I","Brutaler Hieb I: DS4Talent.brutalstrike.description, Diener des Lichts I: DS4Talent.servantoflight.description, Flink I: DS4Talent.fast.description, Parade I: DS4Talent.parade.description, Waffenkenner I: DS4Talent.weaponsadept.description","Langschwert (WB+2), Streitkolben (WB+1, GA-1)","Kettenpanzer (PA+2, LA-0.5), Holzschild (PA+1), Metallhelm (PA+1, INI-1)",,
Vandrianischer Waffenknecht,Der schwarze Ritter,Mensch,Mensch,KRI,2,Talentiert,,8,6,6,6,0,0,5,0,0,26,5,3,17,18,6,,,7,no,63,"Kämpfer II, Einstecker I","Kämpfer II: DS4Talent.fighter.description, Einstecker I: DS4Talent.endurance.description",Langschwert (WB+2),"Kettenpanzer (PA+2, LA-0.5), Metallhelm (PA+1, INI-1), Metallschild (PA+1, LA-0.5)",,
Vandrianischer Waffenknecht,Der schwarze Ritter,Mensch,Mensch,SPÄ,2,Talentiert,,7,8,5,2,0,0,3,6,0,23,8,4,14,9,19,,,4,no,81,"Schütze II, Einstecker I","Schütze II: DS4Talent.shooter.description, Einstecker I: DS4Talent.endurance.description","Armbrust, schwer (2h) (WB+3, INI-4, GA-2), Dolch (INI+1)","Kettenpanzer (PA+2, LA-0.5), Metallhelm (PA+1, INI-1), Metallschild (PA+1, LA-0.5)",,
Varissa,Valen Coladris,Elf,Elf,Hei,1,"Nachtsicht, Unsterblich, Magisch begabt",,6,6,8,0,2,3,1,0,5,17,9,4,7,6,6,16,,1,no,52,"Bildung I, Fürsorger I, Instrument I, Wissensgebiet I, Wissensgebiet I","Bildung I: DS4Talent.education.description, Fürsorger I: DS4Talent.welfare.description, Instrument I: DS4Talent.instrument.description, Wissensgebiet I: DS4Talent.knowledge.description, Wissensgebiet I: DS4Talent.knowledge.description",Dolch (INI+1),Robe (runenbestickt) (Aura +1),,Heilende Hand (+2)
Verzauberter Besen,Die Insel der Stürme,Konstrukte,,,,,,3,3,0,2,1,0,0,2,1,7,4,2.5,3,6,5,1,2,1,kl,53,"Dunkelsicht, Geistesimmun, Schweben","Dunkelsicht: DS4CreatureTalent.darkvision.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Schweben: DS4CreatureTalent.float.description",Besenstiel (WB+1),,,"Niesanfall (-(KÖR+AU)/2), Reinigen (0), Stolpern (-(AGI+AU)/2), Wolke der Reue (-2)"
Vestracher Einbrecher,Slayerforum,Mensch,Mensch,SPÄ,1,Talentiert,,7,8,5,2,2,1,1,4,0,18,11,5,9,10,13,,,1,no,51,"Akrobat I, Diebeskunst I, Fieser Schuss I, Heimlichkeit I, Schlitzohr I, Wissensgebiet I","Akrobat I: DS4Talent.acrobatic.description, Diebeskunst I: DS4Talent.thief.description, Fieser Schuss I: DS4Talent.meanshot.description, Heimlichkeit I: DS4Talent.creepy.description, Schlitzohr I: DS4Talent.rascal.description, Wissensgebiet I: DS4Talent.knowledge.description","Kurzbogen (2h) (WB+1, INI+1), Kurzschwert (WB+1), Wurfmesser",Lederpanzer (PA+1),,
Virgil,Trächtige Wildsau,Zwerg,Zwerg,SPÄ,6,"Dunkelsicht, Langlebig, Zäh",,6,8,6,0,6,2,2,5,0,18,14,5,9,6,16,,,1,no,53,"Heimlichkeit III, Schütze III","Heimlichkeit III: DS4Talent.creepy.description, Schütze III: DS4Talent.shooter.description",Schleuder,Lumpen,,
Vladek Crumm,Avakars Runde,Mensch,Mensch,KRI,6,Talentiert,,8,8,4,8,3,0,4,0,0,22,16,4.5,21,26,8,,,13,no,110,"Kämpfer III, Schnelle Reflexe II, Zwei Waffen II, Brutaler Hieb I, Ausweichen I","Kämpfer III: DS4Talent.fighter.description, Schnelle Reflexe II: DS4Talent.quickreflexes.description, Zwei Waffen II: DS4Talent.twoweaponfighting.description, Brutaler Hieb I: DS4Talent.brutalstrike.description, Ausweichen I: DS4Talent.evasion.description","mag. Bihänder (2h) +2 (WB+5, GA-6, Kämpfer +II), mag. Kurzschwert +1 (WB+2, INI+1, GA-1)","mag. Plattenpanzer +1 (PA+4, LA-0.5), mag. Metallhelm +1 (PA+2), mag. Lederschienen (Arm & Bein) +1 (PA+2)",Kette (Abwehr +1),
Walküre von Wyndstett,Slayerforum,Mensch,Mensch,KRI,1,Talentiert,,8,8,4,5,3,0,2,0,0,20,12,5,14,15,9,,,2,no,75,"Kämpfer I, Parade I, Schlachtruf I, Schnelle Reflexe I, Wissensgebiet I","Kämpfer I: DS4Talent.fighter.description, Parade I: DS4Talent.parade.description, Schlachtruf I: DS4Talent.battlecry.description, Schnelle Reflexe I: DS4Talent.quickreflexes.description, Wissensgebiet I: DS4Talent.knowledge.description","Speer (WB+1), Breitschwert (WB+1, GA-2)","Lederpanzer (PA+1), Holzschild (PA+1), Metallhelm (PA+1, INI-1)",,
Wasserelementar I,Dungeonslayers Basisbox,Magische Wesen,,,,,,6,8,1,3,0,0,3,2,0,10,8,5,17,11,12,,,3,kl,60,"Anfällig, Körperlos, Schwimmen","Anfällig: DS4CreatureTalent.weaknessfire.description, Körperlos: DS4CreatureTalent.withoutbody.description, Schwimmen: DS4CreatureTalent.swim.description",Wasserstrahl (WB+2),Keine feste Gestalt (PA+8),,
Wasserelementar II,Dungeonslayers Basisbox,Magische Wesen,,,,,,11,8,1,4,0,0,3,3,0,24,8,5,22,18,14,,,9,no,83,"Anfällig, Körperlos, Schwimmen","Anfällig: DS4CreatureTalent.weaknessfire.description, Körperlos: DS4CreatureTalent.withoutbody.description, Schwimmen: DS4CreatureTalent.swim.description",Wasserstrahl (WB+3),Keine feste Gestalt (PA+8),,
Wasserelementar III,Dungeonslayers Basisbox,Magische Wesen,,,,,,15,9,1,5,0,0,6,4,0,62,9,6,29,24,17,,,16,gr,133,"Anfällig, Körperlos, Schwimmen","Anfällig: DS4CreatureTalent.weaknessfire.description, Körperlos: DS4CreatureTalent.withoutbody.description, Schwimmen: DS4CreatureTalent.swim.description",Wasserstrahl (WB+4),Keine feste Gestalt (PA+8),,
Wegelagerer,Dungeonslayers Basisbox,Mensch,Mensch,KRI,2,Talentiert,,8,8,4,5,0,0,3,3,0,21,9,5,12,14,12,,,2,no,55,,,"Kurzschwert (WB+1), Kurzbogen (2h) (WB+1, INI+1)",Lederpanzer (PA+1),,
Werkzeug,Die Pyramide des Eck Wan,Konstrukte,,,,,,10,5,0,4,0,0,4,2,0,12,5,3.5,19,16,7,,,9,kl,69,"Fliegen, Umschlingen","Fliegen: DS4CreatureTalent.fly.description, Umschlingen: DS4CreatureTalent.entangle.description",Werkzeug (WB+2),Metallwesen (PA+5),,
Wilder Rattling,Slay! #2,Humanoide,,,,,,7,10,3,3,5,0,4,3,0,21,15,6,12,12,13,,,4,no,86,"Gift, Dunkelsicht, Kletterläufer, Natürliche Waffen","Gift: DS4CreatureTalent.poison.description, Dunkelsicht: DS4CreatureTalent.darkvision.description, Kletterläufer: DS4CreatureTalent.climb.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description","Krallen (WB+2), Biss (WB+2)",Fell (PA+1),,
Wilfried von Eibenhöh,Der schwarze Ritter,Mensch,Mensch,KRI,7,Talentiert,,8,6,6,7,0,0,5,0,4,29,7,1.5,21,20,6,,,10,no,74,"Kämpfer III, Einstecker II, Parade I, Reiten I, Schnelle Reflexe I","Kämpfer III: DS4Talent.fighter.description, Einstecker II: DS4Talent.endurance.description, Parade I: DS4Talent.parade.description, Reiten I: DS4Talent.riding.description, Schnelle Reflexe I: DS4Talent.quickreflexes.description","Langschwert (WB+2), Lanze (WB+1)","Plattenpanzer (PA+3, LA-1), Metallschild (PA+1, LA-0.5), Metallhelm (PA+1, INI-1), Plattenarmschienen (PA+1, LA-0.5), Plattenbeinschienen (PA+1, LA-0.5)",,
Wolf,Dungeonslayers Basisbox,Tiere,,,,,,8,7,1,3,4,0,1,0,0,29,11,7,10,13,7,,,4,no,81,"Nachtsicht, Natürliche Waffen, Sturmangriff","Nachtsicht: DS4CreatureTalent.nightvision.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturmangriff: DS4CreatureTalent.charge.description","Großer Biss (WB+2, GA-1)",Wolfspelz (PA+1),,
Wolfbart,Das Geschenk der Eiskönigin,Zwerg,Zwerg,WAM,18,"Dunkelsicht, Langlebig, Zäh",Heroisch,9,4,8,10,2,0,12,5,0,164,12,4,35,26,9,,,26,no,460,"Brutaler Hieb V, Raserei III, Ausweichen II, Schnelle Reflexe II, Rundumschlag I","Brutaler Hieb V: DS4Talent.brutalstrike.description, Raserei III: DS4Talent.fury.description, Ausweichen II: DS4Talent.evasion.description, Schnelle Reflexe II: DS4Talent.quickreflexes.description, Rundumschlag I: DS4Talent.allroundstrike.description","mag. Streithammer (2h) +2 (WB+5, INI-2, GA-2, Stärke +2, Rundumschlag +I, Zauber: Schleudern eingebettet, Abklingzeit permanent ignorieren)","mag. Plattenpanzer +2 (PA+5, Härte +2, Diener der Dunkelheit +II), mag. Plattenbeinschienen +1 (PA+2), mag. Plattenarmschienen +1 (PA+2), mag. Metallhelm +1 (PA+2)","Fluch des Berserkers (Brutaler Hieb +II, Diener der Dunkelheit +II, Raserei +II, Standhaft +II), Handschuhe der Hammerkunst (Perfektion +III, Schnelle Reflexe +II), Haut des Eiswyrms (Einstecker +III, Diener der Dunkelheit +I), Knochenfußkette (Ausweichen +II, Flink +I)",
Wollnashorn,Das Umbarla-Becken,Tiere,,,,,,11,12,1,6,7,0,4,0,0,75,19,11,16,19,12,,,12,gr,154,"Sturmangriff, Zerstampfen","Sturmangriff: DS4CreatureTalent.charge.description, Zerstampfen: DS4CreatureTalent.trample.description","Horn oder Hufe (WB+2, GA-1)",Fell (PA+1),,
Wyndländischer Schwarzmagier,Slayerforum,Mensch,Mensch,Sch,1,Talentiert,,7,5,8,0,0,2,1,5,3,18,6,3.5,8,7,10,,16,1,no,54,"Feuermagier II, Heimlichkeit I, Tiergestalt I, Wahrnehmung I","Feuermagier II: DS4Talent.firemage.description, Heimlichkeit I: DS4Talent.creepy.description, Tiergestalt I: DS4Talent.animalshape.description, Wahrnehmung I: DS4Talent.perception.description",Dolch (INI+1),Robe (runenbestickt) (Aura +1),,Feuerstrahl (+3)
Ynnari (Schwester des Waldes),Slayerforum,Elf,Elf,Hei,1,"Nachtsicht, Unsterblich, Leichtfüßig",,8,4,8,0,0,4,2,0,5,20,4,3,10,9,5,13,,1,no,55,"Instrument I, Jäger I, Wahrnehmung I, Wissensgebiet I","Instrument I: DS4Talent.instrument.description, Jäger I: DS4Talent.hunter.description, Wahrnehmung I: DS4Talent.perception.description, Wissensgebiet I: DS4Talent.knowledge.description",Speer (WB+1),Robe (runenbestickt) (Aura +1),,Tiere besänftigen (-LK/5)
Zasarischer Feuermagier,Slayerforum,Mensch,Mensch,Zau,1,Talentiert,,6,6,8,0,0,1,2,4,4,21,6,4,8,7,10,,15,1,no,57,"Bildung I, Einstecker I, Feuermagier I, Zaubermacht I","Bildung I: DS4Talent.education.description, Einstecker I: DS4Talent.endurance.description, Feuermagier I: DS4Talent.firemage.description, Zaubermacht I: DS4Talent.powerofmagic.description","Kampfstab (2h) (WB+1, Zielzauber +1)",Robe (runenbestickt) (Aura +1),,Feuerstrahl (+2)
Zasarischer Kauffahrer,Slayerforum,Mensch,Mensch,SPÄ,1,Talentiert,,6,8,6,2,2,2,0,4,0,19,11,5,7,8,14,,,1,no,51,"Charmant I, Einstecker I, Schlitzohr I, Schwimmen I, Schütze I, Wissensgebiet I","Charmant I: DS4Talent.charmant.description, Einstecker I: DS4Talent.endurance.description, Schlitzohr I: DS4Talent.rascal.description, Schwimmen I: DS4Talent.swimming.description, Schütze I: DS4Talent.shooter.description, Wissensgebiet I: DS4Talent.knowledge.description","Kurzbogen (2h) (WB+1, INI+1)",Lederpanzer (PA+1),,
Zasarischer Märchenerzähler,Slayerforum,Mensch,Mensch,Zau,1,Talentiert,,6,6,8,0,0,2,2,0,7,21,6,4,8,7,6,15,,1,no,55,"Charmant I, Einstecker I, Instrument I, Wahrnehmung I, Wissensgebiet I, Wissensgebiet I","Charmant I: DS4Talent.charmant.description, Einstecker I: DS4Talent.endurance.description, Instrument I: DS4Talent.instrument.description, Wahrnehmung I: DS4Talent.perception.description, Wissensgebiet I: DS4Talent.knowledge.description, Wissensgebiet I: DS4Talent.knowledge.description","Kampfstab (2h) (WB+1, Zielzauber +1)",Robe (runenbestickt) (Aura +1),,Zaubertrick (0)
Zombie,Dungeonslayers Basisbox,Untote,,,,,,13,3,0,3,0,0,5,0,0,28,3,2.5,20,18,3,,,10,no,78,"Dunkelsicht, Geistesimmun, Natürliche Waffen, Wesen der Dunkelheit (Settingoption)","Dunkelsicht: DS4CreatureTalent.darkvision.description, Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description",Fäulnispranke (WB+2),Merkt nichts (PA+2),,
Zombie Sekretärin,Die Kinder der Schatten,Untote,,,,,,13,3,0,3,0,0,5,0,0,28,3,2.5,20,18,3,,,8,no,56,,,Fäulnispranke (WB+2),Merkt nichts (PA+2),,
Zombiebär,Slay! #3,Untote,,,,,,14,7,0,4,4,0,4,0,0,84,11,7.5,19,20,7,,,14,gr,165,"Geistesimmun, Natürliche Waffen, Sturmangriff, Wesen der Dunkelheit (Settingoption)","Geistesimmun: DS4CreatureTalent.mentalimmunity.description, Natürliche Waffen: DS4CreatureTalent.naturalweapons.description, Sturmangriff: DS4CreatureTalent.charge.description, Wesen der Dunkelheit (Settingoption): DS4CreatureTalent.creatureofdarkness.description","Pranke (WB+2, GA-2)",Fell (PA+1),,
